"id";"species";"test_date";"test_time";"test_order";"fin_clip";"video_box";"camera";"ISO";"Exposure";"observer";"sociality_barred_id";"sociality_black_id";"capture_date";"release_date";"location";"depth_feet";"home_tank";"tank_mate_id";"home_tank_combination";"SDL_cm";"remarks_home";"remarks_test";"trial";"Distance_moved_cm";"Velocity_cm.s";"In_zone_Frequency";"In_zone_cum_duration";"In_zone_latency";"Acceleration_min_cm.s2";"Acceleration_max_cm.s2";"vid_id";"Distance_per_body_length";"Velocity_body_length.s"
"BD22-035";"black";"17.10.2022";"12:28:00";"OFT_SOC_ESC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-033";"BD22-029";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"25";"1";"BD22-036";"black_black";6,82;"";"";"Trial     1";6174,41;11,4338;1;540,049;0;-899,178;980,39;"E:\test_videos\OFT\vids_cut\035_OFT.mov-cut.mov";905,338709677419;1,67651026392962
"BD22-036";"black";"17.10.2022";"12:32:00";"OFT_SOC_ESC";"top";"R";"7607";1800;1;"MH";"BD22-028";"BD22-024";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"25";"1";"BD22-035";"black_black";6,45;"";"";"Trial     2";1486,16;2,75201;1;540,061;0;-886,029;998,508;"E:\test_videos\OFT\vids_cut\036_OFT.MP4-cut.mov";230,412403100775;0,426668217054264
"BD22-037";"barred";"17.10.2022";"11:22:00";"OFT_SOC_ESC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-033";"BD22-029";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"15-25";"H2";"BD22-038";"barred_barred";7,34;"";"";"Trial     3";39,0658;0,0723421;1;540,049;0;-495,997;495,997;"E:\test_videos\OFT\vids_cut\037_OFT.mov-cut.mov";5,32231607629428;0,00985587193460491
"BD22-038";"barred";"17.10.2022";"11:26:00";"OFT_SOC_ESC";"top";"R";"7607";1800;1;"JG";"BD22-028";"BD22-024";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"15-25";"H2";"BD22-037";"barred_barred";7,91;"net needed";"";"Trial     4";1728,18;3,20024;1;540,049;0;-895,906;947,092;"E:\test_videos\OFT\vids_cut\038_OFT.MP4-cut.mov";218,480404551201;0,404581542351454
"BD22-039";"barred";"17.10.2022";"13:55:00";"OFT_SOC_ESC";"bottom";"R";"7607";1800;1;"MH";"BD22-028";"BD22-024";"15.10.2022";"21.10.2022";"Solarte_A_Slope";"15-25";"2";"BD22-040";"black_barred";6,39;"";"";"Trial     5";4572,43;8,60043;2;531,818;0;-900,321;957,169;"E:\test_videos\OFT\vids_cut\039_OFT.MP4-cut.mov";715,560250391236;1,34592018779343
"BD22-040";"black";"17.10.2022";"13:51:00";"OFT_SOC_ESC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-033";"BD22-029";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"25";"2";"BD22-039";"black_barred";6,23;"didnt record sociability, ran it two times";"";"Trial     6";862,1;1,59644;1;540,049;0;-880,109;889,93;"E:\test_videos\OFT\vids_cut\040_OFT.mov-cut.mov";138,378812199037;0,256250401284109
"BD22-041";"barred";"17.10.2022";"14:54:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"MH";"BD22-033";"BD22-029";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"15-25";"3";"BD22-042";"barred_barred";7,73;"";"";"Trial     7";4586,4;8,49308;1;540,049;0;-898,268;975,925;"E:\test_videos\OFT\vids_cut\041_OFT.mov-cut.mov";593,324708926261;1,09871668822768
"BD22-042";"barred";"17.10.2022";"14:58:00";"OFT_ESC_SOC";"bottom";"R";"7607";1800;1;"MH";"BD22-028";"BD22-024";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"15-25";"3";"BD22-041";"barred_barred";7,25;"";"";"Trial     8";436,012;0,807406;1;540,049;0;-678,701;678,701;"E:\test_videos\OFT\vids_cut\042_OFT.mp4-cut.mov";60,1395862068966;0,111366344827586
"BD22-043";"black";"17.10.2022";"15:48:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-028";"BD22-024";"15.10.2022";"21.10.2022";"Solarte_A_Slope";"25";"4";"BD22-044";"black_barred";6,43;"";"";"Trial     9";601,707;1,11424;1;540,049;0;-877,75;896,185;"E:\test_videos\OFT\vids_cut\043_OFT.MP4-cut.mov";93,5780715396579;0,173287713841369
"BD22-044";"barred";"17.10.2022";"15:44:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"MH";"BD22-033";"BD22-029";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"15-25";"4";"BD22-043";"black_barred";6,28;"";"";"Trial    10";12404,3;22,9702;1;540,049;0;-896,138;957,775;"E:\test_videos\OFT\vids_cut\044_OFT.mov-cut.mov";1975,20700636943;3,65767515923567
"BD22-045";"black";"17.10.2022";"09:54:00";"OFT_SOC_ESC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-033";"BD22-029";"15.10.2022";"21.10.2022";"Solarte_A_Slope";"25";"5";"BD22-046";"black_black";6,31;"";"";"Trial    11";487,376;0,902523;1;540,049;0;-900,11;900,11;"E:\test_videos\OFT\vids_cut\045_OFT.mov-cut.mov";77,2386687797147;0,14303058637084
"BD22-046";"black";"17.10.2022";"09:58:00";"OFT_SOC_ESC";"top";"R";"7607";1800;1;"JG";"BD22-028";"BD22-024";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"25";"5";"BD22-045";"black_black";6,86;"";"";"Trial    12";2018,79;3,7383;1;540,061;0;-898,873;911;"E:\test_videos\OFT\vids_cut\046_OFT.MP4-cut.mov";294,284256559767;0,544941690962099
"BD22-047";"barred";"17.10.2022";"10:39:00";"OFT_SOC_ESC";"bottom ";"L";"0A4F";1800;1;"JG";"BD22-028";"BD22-024";"15.10.2022";"21.10.2022";"Solarte_A_Slope";"15-25";"6";"BD22-048";"barred_barred";6,25;"";"";"Trial    13";7073,33;13,0986;1;540,042;0;-905,858;1029,5;"E:\test_videos\OFT\vids_cut\047_OFT.mov-cut.mov";1131,7328;2,095776
"BD22-048";"barred";"17.10.2022";"10:43:00";"OFT_SOC_ESC";"top";"R";"7607";1800;1;"JG";"BD22-033";"BD22-029";"15.10.2022";"18.10.2022";"Solarte_A_Slope";"15-25";"6";"BD22-047";"barred_barred";6,08;"";"";"Trial    14";125,74;0,232845;1;540,049;0;-732,209;732,209;"E:\test_videos\OFT\vids_cut\048_OFT.MP4-cut.mov";20,6809210526316;0,038296875
"BD22-049";"black";"20.10.2022";"14:07:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-039";"BD22-043 (first R)";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"1";"BD22-050";"black_barred";7,07;"";"";"Trial    15";861,163;1,59469;1;540,052;0;-893,49;908,088;"E:\test_videos\OFT\vids_cut\049_OFT.mov-cut.mov";121,805233380481;0,225557284299859
"BD22-050";"barred";"20.10.2022";"14:10:00";"OFT_ESC_SOC";"bottom";"R";"7607";1800;1;"JG";"BD22-047";"BD22-045";"18.10.2022";"24.10.2022";"Lagoon_A";"10";"1";"BD22-049";"black_barred";7,33;"";"";"Trial    16";8586,94;15,9016;1;540,037;0;-901,224;943,501;"E:\test_videos\OFT\vids_cut\050_OFT.MP4-cut.mov";1171,47885402456;2,1693860845839
"BD22-051";"barred";"20.10.2022";"11:47:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"JG";"BD22-047";"BD22-045";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"H2";"BD22-052";"barred_barred";8,17;"";"";"Trial    17";51,5781;0,0955123;1;540,049;0;-636,789;636,789;"E:\test_videos\OFT\vids_cut\051_OFT.mov-cut.mov";6,31310893512852;0,011690611995104
"BD22-052";"barred";"20.10.2022";"11:51:00";"OFT_ESC_SOC";"bottom";"R";"7607";1800;1;"JG";"BD22-039 (first R)";"BD22-043";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"H2";"BD22-051";"barred_barred";7,91;"";"";"Trial    18";687,994;1,27403;1;540,049;0;-889,28;889,28;"E:\test_videos\OFT\vids_cut\052_OFT.MP4-cut.mov";86,9777496839444;0,161065739570164
"BD22-053";"black";"20.10.2022";"09:24:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-039";"BD22-043";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"2";"BD22-054";"black_black";7,41;"";"";"Trial    19";4853,69;8,98805;1;540,049;0;-899,284;969,205;"E:\test_videos\OFT\vids_cut\053_OFT.mov-cut.mov";655,018893387314;1,21296221322537
"BD22-054";"black";"20.10.2022";"09:27:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"JG";"BD22-047";"BD22-045";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"2";"BD22-053";"black_black";7,76;"";"";"Trial    20";2597,39;4,80981;1;540,052;0;-897,856;981,504;"E:\test_videos\OFT\vids_cut\054_OFT.MP4-cut.mov";334,715206185567;0,61982087628866
"BD22-055";"black";"20.10.2022";"11:01:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"JG";"BD22-039";"BD22-043 (first R)";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"3";"BD22-056";"black_barred";7,4;"";"";"Trial    21";8189,69;15,1657;1;540,049;0;-896,282;992,516;"E:\test_videos\OFT\vids_cut\055_OFT.mov-cut.mov";1106,71486486486;2,04941891891892
"BD22-056";"barred";"20.10.2022";"11:04:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"JG";"BD22-047";"BD22-045";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"3";"BD22-055";"black_barred";7,65;"";"jumped out before trial- looked stunned - gave 10 mins for recovery - prob. better not to use ";"Trial    22";16,5706;0,0306855;1;540,049;0;-521,115;521,115;"E:\test_videos\OFT\vids_cut\056_OFT.MP4-cut.mov";2,16609150326797;0,00401117647058824
"BD22-057";"black";"20.10.2022";"10:08:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"JG";"BD22-047";"BD22-045";"18.10.2022";"24.10.2022";"Lagoon_A";"10";"4";"BD22-058";"black_black";7,01;"";"";"Trial    23";490,905;0,909058;1;540,049;0;-894,154;909,021;"E:\test_videos\OFT\vids_cut\057_OFT.mov-cut.mov";70,0292439372325;0,129680171184023
"BD22-058";"black";"20.10.2022";"10:11:00";"OFT_ESC_SOC";"bottom";"R";"7607";1800;1;"JG";"BD22-039";"BD22-043";"18.10.2022";"27.10.2022";"Lagoon_A";"10";"4";"BD22-057";"black_black";7,1;"";"";"Trial    24";628,049;1,16302;1;540,049;0;-893,466;904,534;"E:\test_videos\OFT\vids_cut\058_OFT.MP4-cut.mov";88,4576056338028;0,163805633802817
"BD22-059";"barred";"20.10.2022";"14:51:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"JG";"BD22-047";"BD22-045";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"5";"BD22-060";"barred_barred";7,57;"";"";"Trial    25";260,223;0,48188;1;540,049;0;-882,816;918,457;"E:\test_videos\OFT\vids_cut\059_OFT.mov-cut.mov";34,3755614266843;0,0636565389696169
"BD22-060";"barred";"20.10.2022";"14:55:00";"OFT_ESC_SOC";"bottom";"R";"7607";1800;1;"JG";"BD22-039 (first top)";"BD22-043";"18.10.2022";"24.10.2022";"Lagoon_A";"10";"5";"BD22-059";"barred_barred";6,7;"";"jumped from arena";"Trial    26";2450,89;4,53845;1;540,061;0;-899,709;959,938;"E:\test_videos\OFT\vids_cut\060_OFT.MP4-cut.mov";365,80447761194;0,677380597014925
"BD22-061";"black";"20.10.2022";"15:47:00";"OFT_ESC_SOC";"bottom";"R";"7607";1800;1;"JG";"BD22-047";"BD22-045";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"6";"BD22-062";"black_barred";6,67;"";"";"Trial    27";3583,15;6,63527;1;540,049;0;-895,782;916,949;"E:\test_videos\OFT\vids_cut\061_OFT.MP4-cut.mov";537,203898050975;0,994793103448276
"BD22-062";"barred";"20.10.2022";"15:44:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-039";"BD22-043 (first bottom L)";"18.10.2022";"21.10.2022";"Lagoon_A";"10";"6";"BD22-061";"black_barred";6,47;"";"";"Trial    28";371,307;0,687586;1;540,049;0;-766,97;766,97;"E:\test_videos\OFT\vids_cut\062_OFT.mov-cut.mov";57,3890262751159;0,106272952086553
"BD22-063";"barred";"23.10.2022";"09:54:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-060";"BD22-057 (first top left)";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"1";"BD22-064";"barred_barred";7,42;"";"thunder/ rain";"Trial    29";496,559;0,919527;1;540,049;0;-650,849;650,849;"E:\test_videos\OFT\vids_cut\063_OFT.mov-cut.mov";66,9216981132076;0,123925471698113
"BD22-064";"barred";"23.10.2022";"09:58:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-050";"BD22-058 (pointed at while shanging)";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"1";"BD22-063";"barred_barred";8,24;"";"thunder/ rain";"Trial    30";105,842;0,195998;1;540,049;0;-597,316;597,316;"E:\test_videos\OFT\vids_cut\064_OFT.MP4-cut.mov";12,8449029126214;0,0237861650485437
"BD22-065";"barred";"23.10.2022";"12:14:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-060";"BD22-057";"21.10.2022";"27.10.2022";"Bastimentos_A2";"10-15";"H2";"BD22-066";"barred_barred";6,76;"";"";"Trial    31";78,9286;0,14616;1;540,049;0;-671,419;671,419;"E:\test_videos\OFT\vids_cut\065_OFT.mov-cut.mov";11,6758284023669;0,0216213017751479
"BD22-066";"barred";"23.10.2022";"12:28:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-050";"BD22-058";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"H2";"BD22-065";"barred_barred";6,81;"";"";"Trial    32";834,769;1,54582;1;540,049;0;-872,499;985,309;"E:\test_videos\OFT\vids_cut\066_OFT.MP4-cut.mov";122,579882525698;0,226992657856094
"BD22-067";"barred";"23.10.2022";"14:25:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-050";"BD22-058";"21.10.2022";"27.10.2022";"Bastimentos_A2";"10-15";"2";"BD22-068";"black_barred";7,39;"";"could not see the fish on the phone (old phone), but heard some splashes, so I had to check that the fish is still in the tank during open field trial (~4 min)";"Trial    33";2699,92;4,99971;1;540,049;0;-899,814;930,217;"E:\test_videos\OFT\vids_cut\067_OFT.MP4-cut.mov";365,347767253045;0,676550744248985
"BD22-068";"black";"23.10.2022";"14:22:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"MH";"BD22-060";"BD22-057";"21.10.2022";"27.10.2022";"Bastimentos_A2";"10-15";"2";"BD22-067";"black_barred";7,46;"";"";"Trial    34";3415,83;6,32544;1;540,049;0;-900,528;1006,75;"E:\test_videos\OFT\vids_cut\068_OFT.mov-cut.mov";457,886058981233;0,847914209115282
"BD22-069";"barred";"23.10.2022";"15:09:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-060";"BD22-057";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"3";"BD22-070";"barred_barred";5,99;"";"";"Trial    35";6656,79;12,327;1;540,049;0;-893,433;954,091;"E:\test_videos\OFT\vids_cut\069_OFT.mov-cut.mov";1111,31719532554;2,05792988313856
"BD22-070";"barred";"23.10.2022";"15:12:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-050";"BD22-058";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"3";"BD22-069";"barred_barred";6,71;"";"";"Trial    36";4809,69;8,90659;1;540,049;0;-896,036;947,809;"E:\test_videos\OFT\vids_cut\070_OFT.MP4-cut.mov";716,79433681073;1,3273606557377
"BD22-071";"barred";"23.10.2022";"15:58:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-060";"BD22-057";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"4";"BD22-072";"barred_barred";7,4;"";"";"Trial    37";6936,79;12,8452;1;540,061;0;-895,68;1001,29;"E:\test_videos\OFT\vids_cut\071_OFT.mov-cut.mov";937,404054054054;1,73583783783784
"BD22-072";"barred";"23.10.2022";"16:01:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-050";"BD22-058";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"4";"BD22-071";"barred_barred";7,4;"";"";"Trial    38";4604,67;8,52693;1;540,049;0;-898,028;933,933;"E:\test_videos\OFT\vids_cut\072_OFT.MP4-cut.mov";622,252702702703;1,15228783783784
"BD22-073";"barred";"23.10.2022";"10:38:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-060";"BD22-057";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"5";"BD22-074";"barred_barred";6,88;"";"";"Trial    39";5427,69;10,051;1;540,049;0;-901,217;1443,33;"E:\test_videos\OFT\vids_cut\073_OFT.mov-cut.mov";788,908430232558;1,4609011627907
"BD22-074";"barred";"23.10.2022";"10:43:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-050";"BD22-058";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"5";"BD22-073";"barred_barred";7,31;"";"";"Trial    40";125,263;0,231961;1;540,049;0;-676,388;676,388;"E:\test_videos\OFT\vids_cut\074_OFT.MP4-cut.mov";17,1358413132695;0,0317320109439125
"BD22-075";"barred";"23.10.2022";"11:27:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-060";"BD22-057";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"6";"BD22-076";"barred_barred";6,81;"";"";"Trial    41";121,884;0,225705;1;540,049;0;-877,081;890,229;"E:\test_videos\OFT\vids_cut\075_OFT.mov-cut.mov";17,8977973568282;0,0331431718061674
"BD22-076";"barred";"23.10.2022";"11:30:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-050";"BD22-058";"21.10.2022";"24.10.2022";"Bastimentos_A2";"10-15";"6";"BD22-075";"barred_barred";6,81;"";"jumped out of small cooler (from table) before trial, seemed very stressed, maybe dismiss this recording";"Trial    42";23,9913;0,0444267;1;540,052;0;-669,541;669,541;"E:\test_videos\OFT\vids_cut\076_OFT.MP4-cut.mov";3,52295154185022;0,00652374449339207
"BD22-077";"black";"26.10.2022";"10:21:00";"OFT_ESC_SOC";"top";"L";"0A4F";1800;1;"JG";"BD22-067";"BD22-068";"24.10.2022";"27.10.2022";"Solarte_C";"10";"1";"BD22-078";"black_barred";7,47;"";"barred social very eradic, power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    43";4788,96;8,86819;1;540,049;0;-894,017;961,154;"E:\test_videos\OFT\vids_cut\077_OFT.mov-cut.mov";641,092369477912;1,18717402945114
"BD22-078";"barred";"26.10.2022";"10:24:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"JG";"BD22-065";"BD22-058";"24.10.2022";"27.10.2022";"Solarte_C";"10";"1";"BD22-077";"black_barred";7,93;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    44";4199,83;7,77724;1;540,049;0;-898,686;958,195;"E:\test_videos\OFT\vids_cut\078_OFT.MP4-cut.mov";529,612862547289;0,980736443883985
"BD22-079";"barred";"26.10.2022";"12:23:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-067";"BD22-068";"24.10.2022";"27.10.2022";"Solarte_C";"10";"H2";"BD22-080";"barred_barred";6,66;"";"barred social very eradic, power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    45";164,626;0,304854;1;540,049;0;-703,347;703,347;"E:\test_videos\OFT\vids_cut\079_OFT.mov-cut.mov";24,7186186186186;0,0457738738738739
"BD22-080";"barred";"26.10.2022";"12:26:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"JG";"BD22-065";"BD22-058";"24.10.2022";"27.10.2022";"Solarte_C";"10";"H2";"BD22-079";"barred_barred";6,49;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    46";6622,22;12,263;1;540,049;0;-912,485;1308,07;"E:\test_videos\OFT\vids_cut\080_OFT.MP4-cut.mov";1020,37288135593;1,88952234206471
"BD22-081";"black";"26.10.2022";"13:04:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"MH";"BD22-067";"BD22-068";"24.10.2022";"31.10.2022";"Solarte_B";"10";"2";"BD22-082";"black_black";7,36;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    47";119,401;0,221106;1;540,049;0;-862,552;885,751;"E:\test_videos\OFT\vids_cut\081_OFT.mov-cut.mov";16,2229619565217;0,0300415760869565
"BD22-082";"black";"26.10.2022";"13:06:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"MH";"BD22-065";"BD22-058";"24.10.2022";"27.10.2022";"Solarte_B";"10";"2";"BD22-081";"black_black";8,11;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    48";305,213;0,565193;1;540,049;0;-869,218;895,895;"E:\test_videos\OFT\vids_cut\082_OFT.MP4-cut.mov";37,6341553637485;0,0696908754623921
"BD22-083";"barred";"26.10.2022";"14:09:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-067";"BD22-068";"24.10.2022";NA;"Solarte_B";"10";"3";"BD22-084";"barred_barred";7,21;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    49";1862,64;3,44923;1;540,049;0;-891,818;906,703;"E:\test_videos\OFT\vids_cut\083_OFT.mov-cut.mov";258,341192787795;0,478395284327323
"BD22-084";"barred";"26.10.2022";"14:13:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"JG";"BD22-065";"BD22-058";"24.10.2022";"27.10.2022";"Solarte_B";"10";"3";"BD22-083";"barred_barred";7,75;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    50";1076,39;1,99326;1;540,049;0;-892,359;928,363;"E:\test_videos\OFT\vids_cut\084_OFT.MP4-cut.mov";138,889032258065;0,257194838709677
"BD22-085";"black";"26.10.2022";"11:37:00";"OFT_ESC_SOC";"bottom";"L";"0A4F";1800;1;"JG";"BD22-065";"BD22-058";"24.10.2022";"27.10.2022";"Solarte_B";"10";"4";"BD22-086";"black_black";6,63;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    51";3583,14;6,63511;1;540,061;0;-1411,06;1084,8;"E:\test_videos\OFT\vids_cut\085_OFT.mov-cut.mov";540,443438914027;1,00077073906486
"BD22-086";"black";"26.10.2022";"11:41:00";"OFT_ESC_SOC";"top";"R";"7607";1800;1;"JG";"BD22-067";"BD22-068";"24.10.2022";"27.10.2022";"Solarte_B";"10";"4";"BD22-085";"black_black";6,73;"";"power outage on 26th, a lot of people at the tanks, pump stopped working";"Trial    52";104,833;0,19413;1;540,048;0;-607,582;607,582;"E:\test_videos\OFT\vids_cut\086_OFT.MP4-cut.mov";15,5769687964339;0,0288454680534918
